'1190-2','RUSTY','Neutered Male','Canine',3717,104.9,'pounds'
'1192-1','RUSTY','Neutered Male','Canine',6288,64,'pounds'
'1192-4','SOCKS','Neutered Male','Feline',2854,10.14,'pounds'
'1192-5','SUMMER','Spayed Female','Feline',3003,7.07,'pounds'
'1193-1','FREEWAY','Spayed Female','Feline',8420,9.7,'pounds'
'1193-2','BOOTS','Spayed Female','Feline',4240,9.14,'pounds'
'1193-5','SAMMY','Male','Feline',2471,9.08,'pounds'
'1202-1','SHELBY','Spayed Female','Canine',5133,17.7,'pounds'
'1202-2','SMOKEY','Neutered Male','Canine',2551,22.2,'pounds'
'1203-2','SAMMY','Male','Canine',4259,19.2,'pounds'
'1203-3','LITTLE TANK','Male','Canine',4493,87,'pounds'
'1203-4','BLUE BELL','Female','Canine',2247,6.2,'pounds'
'1205-1','JENNY','Spayed Female','Canine',6045,32,'pounds'
'1205-2','JUBAL','Male','Canine',7294,10.6,'pounds'
'1205-3','PATCHEE','Female','Canine',,34,'pounds'
'1205-4','SACKETT','Male','Canine',6987,11.1,'pounds'
'1206-1','SOPHIE','Spayed Female','Canine',801,4.0599999999999994,'pounds'
'1206-4','SAMPSON','Neutered Male','Canine',533,6.04,'pounds'
'1206-5','LIBBY','Female','Canine',2899,38.8,'pounds'
'1206-6','MILEY','Spayed Female','Canine',1348,102.7,'pounds'
'1206-7','MAX','Neutered Male','Canine',1345,81,'pounds'
'1209-1','BENNY','Spayed Female','Feline',6852,7.5,'pounds'
'1209-2','KOALA','Spayed Female','Feline',5011,13,'pounds'
'1209-3','CHRISTMAS','Spayed Female','Feline',4335,12,'pounds'
'1209-4','HOLLY','Spayed Female','Feline',4335,7.8,'pounds'
'1209-5','ROXIE','Female','Canine',2376,35,'pounds'
'121-1','HOLLY BEAR','Spayed Female','Canine',4192,7.2,'pounds'
'1212-1','MOLLY','Spayed Female','Canine',,48,'pounds'
'1212-2','MACEY','Spayed Female','Canine',3719,46.3,'pounds'
'1212-3','VENUS','Female','Feline',2847,5.09,'pounds'
'1215-1','ORIE','Spayed Female','Canine',2899,78.7,'pounds'
'1215-3','SANDY','Spayed Female','Canine',4372,72.4,'pounds'
'1215-4','MOLLY','Spayed Female','Canine',2789,12.7,'pounds'
'1216-3','ANITA','Female','Feline',2493,9.05,'pounds'
'1217-1','HECKEL','Neutered Male','Feline',5589,9.2,'pounds'
'1217-2','ROVER','Neutered Male','Feline',6867,8.8,'pounds'
'1217-3','SPECKLES','Neutered Male','Feline',5708,11,'pounds'
'1217-4','ELSIE','Spayed Female','Canine',4645,40.6,'pounds'
'1217-5','SNOWBABY','Spayed Female','Feline',4781,5.07,'pounds'
'1217-6','FRANK','Neutered Male','Canine',5526,19.15,'pounds'
'1217-7','PEA POD','Spayed Female','Feline',3609,8.05,'pounds'
'1218-3','SOCKS','Spayed Female','Canine',,62,'pounds'
'1219-1','MAX','Male','Canine',5663,78,'pounds'
'1219-2','RUBY','Spayed Female','Canine',993,38.6,'pounds'
'1220-2','DODGER','Female','Feline',3268,4.3,'pounds'
'1220-3','SHANE','Female','Feline',2648,5.1,'pounds'
'1220-4','JUSTIN','Male','Feline',2648,10.11,'pounds'
'1220-5','TONY','Male','Feline',1832,4.1,'pounds'
'1220-6','TAYLOR','Male','Feline',1832,4.1,'pounds'
'1220-7','HERSHEY','Spayed Female','Canine',1378,84.5,'pounds'
'1221-1','LADY','Spayed Female','Canine',6335,10.3,'pounds'
'1221-2','MIDNIGHT','Male','Feline',1605,14.1,'pounds'
'1221-3','SARA','Spayed Female','Feline',2402,8.03999999999999881,'pounds'
'1223-1','PEACHES','Spayed Female','Canine',6288,65.7,'pounds'
'1223-2','SAMPSON','Neutered Male','Canine',5214,33,'pounds'
'1223-4','BLIZZARD','Neutered Male','Canine',3655,77,'pounds'
'1223-5','JOEY','Neutered Male','Canine',4248,65.7,'pounds'
'1226-1','CANDY','Female','Canine',5549,55,'pounds'
'1227-1','REX','Male','Canine',7384,89.7,'pounds'
'1227-2','SMOKEY','Spayed Female','Feline',6563,11,'pounds'
'1227-3','JONNY','Neutered Male','Feline',2560,12.05,'pounds'
'1228-1','GINGER','Spayed Female','Canine',1331,33.8,'pounds'
'1228-3','TOBY','Spayed Female','Canine',7445,21.6,'pounds'
'1228-4','PEACHES','Spayed Female','Canine',3790,20.3,'pounds'
'1228-5','DUFUS','Neutered Male','Canine',5065,98.6,'pounds'
'1228-6','ROCKY','Neutered Male','Canine',2731,76.5,'pounds'
'1234-4','WILBUR','Neutered Male','Feline',2281,11,'pounds'
'1236-3','PEACHES','Spayed Female','Canine',4768,67,'pounds'
'1236-4','DIXIE','Spayed Female','Canine',3063,9.9,'pounds'
'1236-5','PUP 1','Male','Canine',2133,2.9,'pounds'
'1236-6','PUP 2','Male','Canine',2133,2.9,'pounds'
'1236-7','DODGER','Neutered Male','Canine',1526,10.5,'pounds'
'1245-1','FUR BALL','Female','Feline',3618,5.5,'pounds'
'1245-4','SAMANTHA','Spayed Female','Feline',3013,12.7,'pounds'
'1248-3','MARVIN','Undetermined','Canine',,37,'pounds'
'1248-6','BONES','Female','Feline',2427,6.1,'pounds'
'125-5','NEWMAN','Neutered Male','Canine',2445,43,'pounds'
'1251-1','DUSTY','Neutered Male','Canine',4409,79.8,'pounds'
'1251-2','BOOMERANG','Male','Canine',,95,'pounds'
'1251-3','SCOUT','Neutered Male','Feline',3451,12,'pounds'
'1251-4','CUDDLES','Male','Feline',3451,13.1,'pounds'
'1251-5','OREO','Neutered Male','Feline',2373,13.2,'pounds'
'1251-6','TOBY','Neutered Male','Feline',1427,6.1,'pounds'
'1252-1','STORMY','Spayed Female','Canine',8480,23,'pounds'
'1252-2','CHI CHI','Spayed Female','Canine',8633,10,'pounds'
'1253-3','KOKO','Spayed Female','Canine',6928,22.7,'pounds'
'1254-3','DAISY','Spayed Female','Canine',3976,52.5,'pounds'
'1254-4','BLADE','Male','Canine',3373,52,'pounds'
'1254-5','LADY','Female','Canine',3371,67.3,'pounds'
